,minutes,station,elevation
0,0,0,0.0
1,87,CALSPHERE 4A,22.07900300992259
2,87,CALSPHERE 4A,22.079003009922612
3,88,CALSPHERE 4A,31.353379445979698
4,88,CALSPHERE 4A,31.35337944597969
5,89,CALSPHERE 4A,39.309131265887494
6,89,CALSPHERE 4A,39.30913126588747
7,90,CALSPHERE 4A,45.601965920202574
8,90,CALSPHERE 4A,45.60196592020254
9,91,CALSPHERE 4A,46.22914414977115
10,91,CALSPHERE 4A,46.22914414977114
11,92,CALSPHERE 4A,40.57105204526942
12,92,CALSPHERE 4A,40.57105204526941
13,93,CALSPHERE 4A,32.567105904204766
14,93,CALSPHERE 4A,32.56710590420477
15,94,CALSPHERE 4A,25.00481850874996
16,94,CALSPHERE 4A,25.004818508749977
17,95,CALSPHERE 4A,18.588695408623792
18,95,CALSPHERE 4A,18.58869540862378
19,96,CALSPHERE 4A,13.228123573328695
20,96,CALSPHERE 4A,13.228123573328702
21,26,RIGIDSPHERE 2 (LCS 4),44.172901820679684
22,26,RIGIDSPHERE 2 (LCS 4),44.17290182067967
23,27,RIGIDSPHERE 2 (LCS 4),47.47696663678279
24,27,RIGIDSPHERE 2 (LCS 4),47.47696663678286
25,28,RIGIDSPHERE 2 (LCS 4),29.040237672704638
26,28,RIGIDSPHERE 2 (LCS 4),29.040237672704677
27,29,RIGIDSPHERE 2 (LCS 4),19.007938037483015
28,29,RIGIDSPHERE 2 (LCS 4),19.007938037482997
29,30,RIGIDSPHERE 2 (LCS 4),12.497912593794664
30,30,RIGIDSPHERE 2 (LCS 4),12.49791259379468
31,87,CALSPHERE 4A,22.079003009922616
32,88,CALSPHERE 4A,31.353379445979716
33,89,CALSPHERE 4A,39.309131265887444
34,90,CALSPHERE 4A,45.60196592020257
35,91,CALSPHERE 4A,46.22914414977115
36,92,CALSPHERE 4A,40.571052045269454
37,93,CALSPHERE 4A,32.56710590420483
38,94,CALSPHERE 4A,25.00481850874996
39,95,CALSPHERE 4A,18.58869540862375
40,96,CALSPHERE 4A,13.228123573328707
41,26,RIGIDSPHERE 2 (LCS 4),44.17290182067966
42,27,RIGIDSPHERE 2 (LCS 4),47.47696663678278
43,28,RIGIDSPHERE 2 (LCS 4),29.040237672704613
44,29,RIGIDSPHERE 2 (LCS 4),19.007938037483022
45,30,RIGIDSPHERE 2 (LCS 4),12.49791259379469
46,5,FORTE,13.806843526668992
47,6,FORTE,25.835961179164702
48,7,FORTE,17.10139242684107
49,70,ORBCOMM FM04,32.35521200419605
50,71,ORBCOMM FM04,23.989519648978476
51,59,SWAS,15.91840089571644
52,96,DLR-TUBSAT,23.796673194000665
53,97,DLR-TUBSAT,23.420892551800492
54,98,DLR-TUBSAT,14.073354556211253
55,2,MTI,21.67317272844606
56,93,MTI,11.59853212335673
57,15,SCISAT 1,28.33744031864354
58,16,SCISAT 1,18.20091729192923
59,93,CHUANGXIN 1 (CX-1),14.680900735819483
60,94,CHUANGXIN 1 (CX-1),35.38332631257243
61,51,APRIZESAT 2,60.26895002513441
62,95,FORMOSAT-3 FM5,15.398831784487083
63,96,FORMOSAT-3 FM5,15.509247225105112
64,68,ARIRANG-2 (KOMPSAT-2),15.764089889497965
65,92,SAUDICOMSAT 6,10.542861016881757
66,93,SAUDICOMSAT 6,17.23307679989598
67,94,SAUDICOMSAT 6,16.275068227357043
68,95,SAUDICOMSAT 6,10.989497608071176
69,36,AIM,26.058967172127005
70,37,AIM,19.408619566336103
71,36,YAOGAN 2,12.01891473798609
72,37,YAOGAN 2,16.16044269894726
73,38,YAOGAN 2,11.899860205588807
74,72,COSMO-SKYMED 1,15.255807587257282
75,73,COSMO-SKYMED 1,23.945432692813014
76,98,COSMOS 2428,11.862231846789417
77,99,COSMOS 2428,29.609210851127028
78,100,COSMOS 2428,24.86357083616855
79,25,COSMO-SKYMED 2,23.936234912575898
80,1,COSMO-SKYMED 3,11.71294676596203
81,96,COSMO-SKYMED 3,23.409810358039714
82,97,COSMO-SKYMED 3,21.485599784995927
83,14,STARS (KUKAI),57.92384598780035
84,21,KKS-1 (KISEKI),40.72405595903897
85,25,COSMOS 2451,23.652745786735466
86,26,COSMOS 2451,69.26474070649037
87,27,COSMOS 2451,60.366679148431906
88,28,COSMOS 2451,36.00047040068384
89,29,COSMOS 2451,24.078356821369113
90,30,COSMOS 2451,16.91183593165269
91,31,COSMOS 2451,11.92873857206525
92,83,COSMOS 2451,17.332548380486124
93,21,COSMOS 2453,10.01857677315382
94,22,COSMOS 2453,17.779696707750904
95,82,COSMOS 2453,24.09236058847883
96,83,COSMOS 2453,42.32237520546825
97,84,COSMOS 2453,52.5478376608119
98,85,COSMOS 2453,47.10174510580534
99,86,COSMOS 2453,37.07833904357502
100,87,COSMOS 2453,28.48333187657565
101,88,COSMOS 2453,21.701751235644416
102,89,COSMOS 2453,16.253549387075022
103,90,COSMOS 2453,11.72749220694811
104,44,DEIMOS-1,21.826618832761277
105,25,DUBAISAT-1,57.15865048278067
106,33,UK-DMC 2,11.36607344717947
107,34,UK-DMC 2,13.502643393311459
108,41,SWISSCUBE,44.861341407649846
109,90,BEESAT-1,46.88487718301664
110,95,ITUPSAT1,21.68702034971881
111,96,ITUPSAT1,13.276939709460505
112,76,SMOS,54.28483203213418
113,49,PROBA-2,10.97619331674225
114,50,PROBA-2,33.94283714741998
115,65,YAOGAN 7,40.87562745031718
116,111,YAOGAN 8,13.492366073374603
117,8,COSMOS 2463,15.346081015510594
118,9,COSMOS 2463,59.38921172942826
119,10,COSMOS 2463,17.466178396358632
120,60,COSMOS 2463,10.41137624860979
121,12,AISSAT 1,12.691188153412934
122,13,AISSAT 1,48.48633626321283
123,93,TISAT 1,39.1630611530503
124,6,TIANHUI 1,11.207297999020332
125,18,COSMOS 2467,26.580111994920657
126,19,COSMOS 2467,45.957927421784326
127,20,COSMOS 2467,54.72689756434625
128,21,COSMOS 2467,46.74321999926304
129,22,COSMOS 2467,36.05827049506553
130,23,COSMOS 2467,27.47791763022022
131,24,COSMOS 2467,20.83418023163173
132,25,COSMOS 2467,15.523370817253973
133,26,COSMOS 2467,11.112773967588243
134,75,COSMOS 2467,13.491175805627373
135,76,COSMOS 2467,12.0934147134909
136,53,STRELA 3,18.751594126821004
137,54,STRELA 3,37.86066680206237
138,55,STRELA 3,52.9529041620727
139,56,STRELA 3,50.84383709524504
140,57,STRELA 3,40.32620018273781
141,58,STRELA 3,30.88400668984801
142,59,STRELA 3,23.53110321224386
143,60,STRELA 3,17.726489746689694
144,61,STRELA 3,12.973676505681611
145,111,STRELA 3,14.05612016027195
146,4,COSMOS 2468,12.872191699368237
147,5,COSMOS 2468,33.088833404563964
148,6,COSMOS 2468,53.910522538346626
149,7,COSMOS 2468,56.681579299584634
150,8,COSMOS 2468,44.64226645185331
151,9,COSMOS 2468,33.68145426191832
152,10,COSMOS 2468,25.500293468512602
153,11,COSMOS 2468,19.252377141683848
154,12,COSMOS 2468,14.251212728369298
155,13,COSMOS 2468,10.075633709137573
156,62,COSMOS 2468,14.204690087765039
157,63,COSMOS 2468,11.28453315568421
158,65,SBSS (USA 216),19.53073509390695
159,42,COSMO-SKYMED 4,11.371391900013961
160,43,COSMO-SKYMED 4,19.061740115792507
161,78,SJ-11-02,59.370147962306824
162,32,APRIZESAT 5,30.373687511153086
163,53,APRIZESAT 6,14.017066011963804
164,54,APRIZESAT 6,11.840602917779753
165,20,LARES,18.461691571281722
166,21,LARES,32.526703860390256
167,22,LARES,39.66714166308929
168,23,LARES,31.452705070059622
169,24,LARES,20.64093276255278
170,25,LARES,12.37772964363003
171,49,YAOGAN 15,11.295977070664811
172,50,YAOGAN 15,16.662652554452137
173,51,YAOGAN 15,22.74729575654924
174,52,YAOGAN 15,27.815257207084912
175,53,YAOGAN 15,27.04881292404595
176,54,YAOGAN 15,18.64103213663219
177,14,KANOPUS-V 1,11.430164092870132
178,43,BKA 2,51.80968549452779
179,31,COSMOS 2481,26.701637669150724
180,32,COSMOS 2481,51.09769468277218
181,33,COSMOS 2481,61.564964849835306
182,34,COSMOS 2481,48.48422506850544
183,35,COSMOS 2481,35.81577630369176
184,36,COSMOS 2481,26.77293433361683
185,37,COSMOS 2481,20.105967086577213
186,38,COSMOS 2481,14.893155633979777
187,39,COSMOS 2481,10.607613571791095
188,88,COSMOS 2481,13.580702276764521
189,89,COSMOS 2481,13.63492179841917
190,14,GONETS-M 3,13.17482386071871
191,15,GONETS-M 3,34.023760224034426
192,16,GONETS-M 3,55.45567423607051
193,17,GONETS-M 3,56.412551064743084
194,18,GONETS-M 3,43.40543468608568
195,19,GONETS-M 3,32.415104446229286
196,20,GONETS-M 3,24.36615921680825
197,21,GONETS-M 3,18.251759344985214
198,22,GONETS-M 3,13.36161488697157
199,72,GONETS-M 3,14.682742599380214
200,73,GONETS-M 3,10.570167140038519
201,47,GONETS-M 4,17.031306221466924
202,48,GONETS-M 4,33.26292880872169
203,49,GONETS-M 4,45.80548036265728
204,50,GONETS-M 4,46.134994021710966
205,51,GONETS-M 4,38.343760169337386
206,52,GONETS-M 4,29.99838884422948
207,53,GONETS-M 4,23.023941114169276
208,54,GONETS-M 4,17.341496420793504
209,55,GONETS-M 4,12.617342231822809
210,104,GONETS-M 4,10.580392042726265
211,105,GONETS-M 4,13.1753366576954
212,41,GOKTURK 2,46.85094993080701
213,104,COSMOS 2482,10.216074291219014
214,105,COSMOS 2482,14.94824747000373
215,106,COSMOS 2482,21.03582639908635
216,107,COSMOS 2482,29.62069354667768
217,108,COSMOS 2482,43.39304414543884
218,109,COSMOS 2482,68.02205548923038
219,110,COSMOS 2482,61.780376413209204
220,111,COSMOS 2482,25.01666657153808
221,92,COSMOS 2483,10.675507765165566
222,93,COSMOS 2483,15.513094112373386
223,94,COSMOS 2483,21.801600707664445
224,95,COSMOS 2483,30.81179571368522
225,96,COSMOS 2483,45.599017793686
226,97,COSMOS 2483,72.15499022563698
227,98,COSMOS 2483,56.416422849121524
228,99,COSMOS 2483,21.12992037147096
229,30,COSMOS 2484,12.019789445343307
230,31,COSMOS 2484,16.635748131307995
231,32,COSMOS 2484,21.87274626470624
232,33,COSMOS 2484,27.60427028340486
233,34,COSMOS 2484,32.99347512840408
234,35,COSMOS 2484,35.633882954568044
235,36,COSMOS 2484,32.371209865719095
236,37,COSMOS 2484,23.433573736068052
237,38,COSMOS 2484,11.97845857086088
238,81,SARAL,12.247188014654649
239,82,SARAL,67.79530916900893
240,27,SAPPHIRE,50.30393563437759
241,12,NEOSSAT,21.56025702785233
242,13,NEOSSAT,10.829167040248295
243,8,STRAND-1,53.28805981782231
244,88,IRIS,24.30848650760724
245,89,IRIS,16.491943197814514
246,58,SJ-11-05,21.806963787831197
247,59,SJ-11-05,70.46101842927453
248,84,ARIRANG-5 (KOMPSAT-5),53.460180006103585
249,13,POPACS 1,13.312221874813334
250,14,POPACS 1,18.059136745922434
251,15,POPACS 1,22.551468287482493
252,16,POPACS 1,24.56845528471875
253,17,POPACS 1,21.113357511141476
254,18,POPACS 1,12.825538272278672
255,94,SHIJIAN-16 (SJ-16),22.78717493592498
256,95,SHIJIAN-16 (SJ-16),22.402384266057318
257,0,WNISAT-1,26.27556698243272
258,1,WNISAT-1,49.19157179774864
259,2,WNISAT-1,19.776889280805758
260,98,WNISAT-1,62.27809381901799
261,8,SHIYAN 5 (SY-5),11.818637771596642
262,9,SHIYAN 5 (SY-5),15.570026665191335
263,10,SHIYAN 5 (SY-5),13.19709506248227
264,79,COSMOS 2488,12.163523502194803
265,80,COSMOS 2488,53.374566215448866
266,81,COSMOS 2488,21.835497706933985
267,41,COSMOS 2489,17.051168927091297
268,42,COSMOS 2489,53.972876258684735
269,43,COSMOS 2489,27.715539705811295
270,99,COSMOS 2489,15.338537787896357
271,100,COSMOS 2489,11.88849518838767
272,3,COSMOS 2490,13.524180681907547
273,4,COSMOS 2490,30.663869697696843
274,5,COSMOS 2490,74.34184712887891
275,6,COSMOS 2490,18.331128371718115
276,61,COSMOS 2490,11.289516568513681
277,62,COSMOS 2490,13.736323825871356
278,45,COSMOS 2493 (SKRL-756 1),25.780748283987702
279,24,COSMOS 2494 (SKRL-756 2),23.23434593944284
280,3,COSMOS 2496,19.12984018340498
281,63,COSMOS 2496,55.46179176831436
282,64,COSMOS 2496,41.64440492407668
283,65,COSMOS 2496,17.480231363420618
284,22,COSMOS 2497,66.29273818432296
285,23,COSMOS 2497,25.15594267671509
286,79,COSMOS 2497,18.47846350049908
287,80,COSMOS 2497,10.52127286215869
288,42,COSMOS 2498,19.89659002416632
289,102,COSMOS 2498,51.50450453423459
290,103,COSMOS 2498,58.652348881355046
291,104,COSMOS 2498,29.27622591042596
292,105,COSMOS 2498,17.103506161164358
293,106,COSMOS 2498,10.345251994817449
294,12,KAZEOSAT 2,63.54599180761554
295,13,KAZEOSAT 2,14.6710212262569
296,85,HODOYOSHI-4,18.978992790022378
297,60,UNISAT-6,13.56396563279006
298,65,DEIMOS-2,22.109467847953685
299,66,DEIMOS-2,19.90298030625354
300,35,HODOYOSHI-3,13.271840455798532
301,67,SAUDISAT 4,40.60013430091703
302,84,APRIZESAT 9,41.72715804112964
303,41,APRIZESAT 10,19.659137138837657
304,42,APRIZESAT 10,24.177463123932334
305,9,BRITE-CA1 (TORONTO),17.567754422207386
306,10,BRITE-CA1 (TORONTO),16.356166758175366
307,73,NANOSATC-BR1,13.218266448918554
308,74,NANOSATC-BR1,11.544749183654796
309,52,QB50P1,11.932803765231744
310,53,QB50P1,11.99746121503683
311,55,DTUSAT-2,15.760041698957924
312,56,DTUSAT-2,18.283089792933904
313,57,DTUSAT-2,11.0614708686118
314,39,PERSEUS-M2,21.73998166202624
315,40,PERSEUS-M2,23.66751087046993
316,41,PERSEUS-M2,12.289397469261976
317,88,PERSEUS-M1,13.273497316067402
318,89,PERSEUS-M1,56.72822453321292
319,90,PERSEUS-M1,13.09999452713368
320,95,TIGRISAT,23.1375392129504
321,16,LEMUR-1,18.199055920587117
322,37,AEROCUBE 6A,17.826878157495095
323,48,AEROCUBE 6B,16.58628378470364
324,37,CANX-4,15.736491015034812
325,38,CANX-4,16.81578193068049
326,43,CANX-5,10.021991148572445
327,44,CANX-5,14.684837227059552
328,45,CANX-5,13.234559234136086
329,90,DX1,16.84555914778367
330,0,SKYSAT-B,33.78231436748941
331,96,SKYSAT-B,18.713012254096572
332,78,AISSAT 2,13.839794368675875
333,5,TECHDEMOSAT-1 (TDS-1),38.99911696455854
334,24,FIREBIRD 4,13.299466499232471
335,23,COSMOS 2504,33.16329930357563
336,24,COSMOS 2504,14.591712921567385
337,24,DMC3-FM1,43.111836064658085
338,56,DMC3-FM2,58.6680196716294
339,87,DMC3-FM3,33.23006900208559
340,45,COSMOS 2507,21.61397930109193
341,46,COSMOS 2507,44.44308712330649
342,47,COSMOS 2507,60.63931442026972
343,48,COSMOS 2507,52.1426087007211
344,49,COSMOS 2507,39.122822237016834
345,50,COSMOS 2507,29.364681935601663
346,51,COSMOS 2507,22.173313287153487
347,52,COSMOS 2507,16.59881999208233
348,53,COSMOS 2507,12.057548241922191
349,102,COSMOS 2507,10.965920357922633
350,103,COSMOS 2507,14.292995429190613
351,22,COSMOS 2508,18.32366713052144
352,82,COSMOS 2508,16.57698754084118
353,83,COSMOS 2508,28.342988935478637
354,84,COSMOS 2508,36.25270452060443
355,85,COSMOS 2508,37.154787502048265
356,86,COSMOS 2508,32.77718733628255
357,87,COSMOS 2508,26.817933243058906
358,88,COSMOS 2508,21.094891366161068
359,89,COSMOS 2508,16.04295342476217
360,90,COSMOS 2508,11.63980292066974
361,4,COSMOS 2509,29.81607768428295
362,5,COSMOS 2509,71.47871864769064
363,6,COSMOS 2509,61.60708241314218
364,7,COSMOS 2509,39.20901613040999
365,8,COSMOS 2509,27.207258496496955
366,9,COSMOS 2509,19.697005780926215
367,10,COSMOS 2509,14.357251262534575
368,11,COSMOS 2509,10.208633748584381
369,61,COSMOS 2509,12.69896150897625
370,62,COSMOS 2509,15.630651697798317
371,54,MVL-300,11.676124153813824
372,11,AIST-2D (RS-48),36.726717628041484
373,84,QSS (MOZI),48.68367429973875
374,22,WORLDVIEW-4,19.201487307234185
375,23,GOKTURK 1A,10.174139448853927
376,24,GOKTURK 1A,65.93811947950543
377,25,GOKTURK 1A,12.915335598243248
378,91,IRIDIUM 106,12.365227468362784
379,92,IRIDIUM 106,27.067235980150052
380,93,IRIDIUM 106,33.41967743561928
381,94,IRIDIUM 106,26.199233710347656
382,95,IRIDIUM 106,17.581527255495054
383,96,IRIDIUM 106,11.012517155729238
384,73,IRIDIUM 103,29.721416393734277
385,74,IRIDIUM 103,54.98572330039485
386,75,IRIDIUM 103,39.50571876067895
387,76,IRIDIUM 103,24.02278442762775
388,77,IRIDIUM 103,14.955506274846096
389,82,IRIDIUM 109,19.129696508459773
390,83,IRIDIUM 109,38.76681597185309
391,84,IRIDIUM 109,39.483907977538834
392,85,IRIDIUM 109,26.43676815770411
393,86,IRIDIUM 109,16.82615299010686
394,87,IRIDIUM 109,10.247499802850504
395,36,IRIDIUM 102,53.78316915422508
396,37,IRIDIUM 102,44.23864190086901
397,38,IRIDIUM 102,23.92151946697474
398,39,IRIDIUM 102,14.914794179559207
399,54,IRIDIUM 104,21.716050511489506
400,55,IRIDIUM 104,74.44350867806348
401,56,IRIDIUM 104,47.99634237998156
402,57,IRIDIUM 104,26.599994871394795
403,58,IRIDIUM 104,16.48599167331512
404,59,IRIDIUM 104,10.152239441403472
405,63,IRIDIUM 114,13.007976837789553
406,64,IRIDIUM 114,46.03404688752573
407,65,IRIDIUM 114,62.12883241327983
408,66,IRIDIUM 114,33.994242463191235
409,67,IRIDIUM 114,20.502902184816712
410,68,IRIDIUM 114,12.709978399543878
411,6,IRIDIUM 108,10.351093344162553
412,7,IRIDIUM 108,10.584976983282711
413,45,IRIDIUM 112,34.67563290367291
414,46,IRIDIUM 112,70.37752022143003
415,47,IRIDIUM 112,33.97411831337327
416,48,IRIDIUM 112,20.253132312501364
417,49,IRIDIUM 112,12.779271333065822
418,26,IRIDIUM 111,16.402911914353005
419,27,IRIDIUM 111,58.68712182083058
420,28,IRIDIUM 111,28.84454412723838
421,29,IRIDIUM 111,16.82650275865124
422,30,IRIDIUM 111,10.530463256320578
423,26,KANOPUS-V-IK,46.09681359341526
424,27,KANOPUS-V-IK,15.77621619750827
425,65,NORSAT 1,11.162841155915643
426,71,NORSAT 2,14.170055627976964
427,3,TECHNOSAT,41.57066817660534
428,61,FLYING LAPTOP,10.253137247283329
429,89,WNISAT 1R,28.41653968079697
430,77,LEMUR-2-GREENBERG,16.381429409298157
431,72,LEMUR-2-ANDIS,14.119965961895069
432,33,LEMUR-2-MONSON,33.57271290607328
433,60,LEMUR-2-FURIAUS,21.49411191650051
434,17,LEMUR-2-PETERG,14.661470469991583
435,9,LEMUR-2-DEMBITZ,36.147830747447706
436,60,LEMUR-2-ZACHARY,13.404764179972736
437,68,CORVUS BC2,36.365663188270766
438,26,CORVUS BC1,12.21283220327776
439,51,FLOCK 2K-21,14.236412489467241
440,42,FLOCK 2K-7,19.444370871900116
441,36,FLOCK 2K-39,20.2431594226912
442,16,FLOCK 2K-29,17.284293240874277
443,6,FLOCK 2K-44,18.98357096656299
444,65,FLOCK 2K-41,18.804565086156266
445,94,FLOCK 2K-35,20.859724436280164
446,89,FLOCK 2K-19,11.656701916820966
447,80,FLOCK 2K-15,20.632862452719458
448,91,NOAA 20,12.070161413329261
449,92,NOAA 20,20.06825106289236
450,93,NOAA 20,19.863422968277867
451,94,NOAA 20,14.257272722695252
452,0,BUCCANEER RMM,52.6429636678046
453,1,BUCCANEER RMM,34.78273018724457
454,2,BUCCANEER RMM,16.446671374777274
455,95,BUCCANEER RMM,15.60304327434209
